"Country or Area","Year","Value","Value Footnotes"
"Vietnam","2002","37","243"
"Vietnam","1997","35.4","244"
"Vietnam","1992","35.7","244"
"West Bank and Gaza","2016","33.7","245"
"West Bank and Gaza","2011","34.4","245"
"West Bank and Gaza","2010","35.3","245"
"West Bank and Gaza","2009","34.5","245"
"West Bank and Gaza","2007","35.6","245"
"West Bank and Gaza","2006","34","245"
"West Bank and Gaza","2005","34.7","245"
"West Bank and Gaza","2004","34","245"
"Yemen","2014","36.7","133"
"Yemen","2005","34.7","133"
"Yemen","1998","35","133"
"Zambia","2015","57.1","246"
"Zambia","2010","55.6","247"
"Zambia","2006","54.6","248"
"Zambia","2004","54.3","249"
"Zambia","2002","42.1","250"
"Zambia","1998","49.1","251"
"Zambia","1996","48.3","252"
"Zambia","1993","52.6","138"
"Zambia","1991","60.5","1"
"Zimbabwe","2019","50.3","253"
"Zimbabwe","2017","44.3","253"
"Zimbabwe","2011","43.2","254"

"footnoteSeqID","Footnote"
"1","Based on data from HBS. Estimated from unit-record consumption data."
"2","Based on data from LSMS. Estimated from unit-record consumption data."
"3","Based on data from EWS. Estimated from unit-record consumption data."
"4","Based on data from ENCNVM. Estimated from grouped consumption data."
"5","Based on data from ENMNV. Estimated from grouped consumption data."
"6","Based on data from EDCM. Estimated from grouped consumption data."
"7","Based on data from IDREA. Estimated from unit-record consumption data."
"8","Based on data from IBEP-MICS. Estimated from unit-record consumption data."
"9","Based on data from EPHC-S2. Estimated from unit-record income data. Urban only. PPP is regression based."
"10","Based on data from EPH. Estimated from unit-record income data. Urban only. PPP is regression based."
"11","Based on data from EPH. Estimated from grouped income data. Urban only. PPP is regression based."
"12","Based on data from ILCS. Estimated from unit-record consumption data."
"13","Based on data from SIH-LIS. Estimated from unit-record income data."
"14","Based on data from SIH-HES-LIS. Estimated from unit-record income data."
"15","Based on data from IDS-LIS. Estimated from unit-record income data."
"16","Based on data from HIS-LIS. Estimated from unit-record income data."
"17","Based on data from EU-SILC. Estimated from unit-record income data."
"18","Based on data from ECHP-LIS. Estimated from unit-record income data."
"19","Based on data from MC-LIS. Estimated from unit-record income data."
"20","Based on data from SLC. Estimated from unit-record consumption data."
"21","Based on data from HIES. Estimated from unit-record consumption data."
"22","Based on data from HHES. Estimated from unit-record consumption data."
"23","Based on data from HHES. Estimated from grouped consumption data."
"24","Based on data from HHS. Estimated from unit-record consumption data."
"25","Based on data from PSBH-ECHP-LIS. Estimated from unit-record income data."
"26","Based on data from SEP-LIS. Estimated from unit-record income data."
"27","Based on data from LFS. Estimated from unit-record income data."
"28","Based on data from SLC. Estimated from unit-record income data."
"29","Based on data from EMICOV. Estimated from unit-record consumption data."
"30","Based on data from QUIBB. Estimated from unit-record consumption data."
"31","Based on data from BLSS. Estimated from unit-record consumption data."
"32","Based on data from EH. Estimated from unit-record income data."
"33","Based on data from ECH. Estimated from unit-record income data."
"34","Based on data from ENE. Estimated from unit-record income data."
"35","Based on data from EIH. Estimated from unit-record income data."
"36","Based on data from BMTHS. Estimated from unit-record consumption data."
"37","Based on data from CWIS. Estimated from unit-record consumption data."
"38","Based on data from HIES. Estimated from grouped consumption data."
"39","Based on data from PNADC-E1. Estimated from unit-record income data."
"40","Based on data from PNAD. Estimated from unit-record income data."
"41","Based on data from EMC. Estimated from unit-record consumption data."
"42","Based on data from ECVM. Estimated from unit-record consumption data."
"43","Based on data from EP-II. Estimated from unit-record consumption data."
"44","Based on data from EP-I. Estimated from unit-record consumption data."
"45","Based on data from ECVMB. Estimated from unit-record consumption data."
"46","Based on data from EP. Estimated from unit-record consumption data."
"47","Based on data from ENV. Estimated from unit-record consumption data."
"48","Based on data from EPAM. Estimated from unit-record consumption data."
"49","Based on data from IDRF. Estimated from unit-record consumption data."
"50","Based on data from ECAM-IV. Estimated from unit-record consumption data."
"51","Based on data from ECAM-III. Estimated from unit-record consumption data."
"52","Based on data from ECAM-II. Estimated from unit-record consumption data."
"53","Based on data from ECAM-I. Estimated from unit-record consumption data."
"54","Based on data from CIS-LIS. Estimated from unit-record income data."
"55","Based on data from SLID-LIS. Estimated from unit-record income data."
"56","Based on data from SCF-LIS. Estimated from unit-record income data."
"57","Based on data from ECASEB. Estimated from unit-record consumption data."
"58","Based on data from EPCM. Estimated from grouped consumption data."
"59","Based on data from ECOSIT-III. Estimated from unit-record consumption data."
"60","Based on data from ECOSIT-II. Estimated from unit-record consumption data."
"61","Based on data from CASEN. Estimated from unit-record income data."
"62","Based on data from CNIHS. Estimated from grouped consumption data. National estimate is based on aggregation of rural and urban distributions. See PovcalNet (http://iresearch.worldbank.org/PovcalNet) for separate rural and urban estimates."
"63","Based on data from CRHS-CUHS. Estimated from grouped consumption data. National estimate is based on aggregation of rural and urban distributions. See PovcalNet (http://iresearch.worldbank.org/PovcalNet) for separate rural and urban estimates."
"64","Based on data from GEIH. Estimated from unit-record income data."
"65","Based on data from ENH. Estimated from unit-record income data."
"66","Based on data from EESIC. Estimated from unit-record consumption data."
"67","Based on data from EIM. Estimated from unit-record consumption data."
"68","Based on data from ECOM. Estimated from unit-record consumption data."
"69","Based on data from ENAHO. Estimated from unit-record income data."
"70","Based on data from EHPM. Estimated from unit-record income data."
"71","Based on data from ENH. Estimated from grouped income data."
"72","Based on data from CM. Estimated from grouped income data."
"73","Based on data from E123. Estimated from unit-record consumption data."
"74","Based on data from LM-LIS. Estimated from unit-record income data."
"75","Based on data from EDAM. Estimated from unit-record consumption data."
"76","Based on data from ECNFT-Q03. Estimated from unit-record income data."
"77","Based on data from ENFT. Estimated from unit-record income data."
"78","Based on data from ICS. Estimated from grouped income data."
"79","Based on data from ENGSLF. Estimated from grouped income data."
"80","Based on data from ENEMDU. Estimated from unit-record income data."
"81","Based on data from EPED. Estimated from unit-record income data."
"82","Based on data from ECV. Estimated from unit-record income data."
"83","Based on data from HIECS. Estimated from unit-record consumption data. PPP is regression based."
"84","Based on data from HIECS. Estimated from grouped consumption data. PPP is regression based."
"85","Based on data from HICES. Estimated from unit-record consumption data."
"86","Based on data from HBS-LIS. Estimated from unit-record income data."
"87","Based on data from EGEP. Estimated from unit-record consumption data."
"88","Based on data from HIS. Estimated from unit-record consumption data."
"89","Based on data from HIS. Estimated from grouped consumption data."
"90","Based on data from GSOEP-LIS. Estimated from unit-record income data."
"91","Based on data from GLSS-VII. Estimated from unit-record consumption data."
"92","Based on data from GLSS-VI. Estimated from unit-record consumption data."
"93","Based on data from GLSS-V. Estimated from unit-record consumption data."
"94","Based on data from GLSS-IV. Estimated from unit-record consumption data."
"95","Based on data from GLSS-III. Estimated from unit-record consumption data."
"96","Based on data from GLSS-II. Estimated from grouped consumption data."
"97","Based on data from GLSS-I. Estimated from grouped consumption data."
"98","Based on data from ENCOVI. Estimated from unit-record income data."
"99","Based on data from ENSD. Estimated from grouped income data."
"100","Based on data from ELEP. Estimated from unit-record consumption data."
"101","Based on data from EIBEP. Estimated from unit-record consumption data."
"102","Based on data from EIBC. Estimated from unit-record consumption data."
"103","Based on data from ESIP. Estimated from grouped consumption data."
"104","Based on data from ILAP-II. Estimated from unit-record consumption data."
"105","Based on data from ILAP-I. Estimated from unit-record consumption data."
"106","Based on data from ICOF. Estimated from unit-record consumption data."
"107","Based on data from GLSMS. Estimated from unit-record income data."
"108","Based on data from ECVMAS. Estimated from unit-record consumption data."
"109","Based on data from EPHPM. Estimated from unit-record income data."
"110","Based on data from EPHPM. Estimated from grouped income data."
"111","Based on data from NSS-SCH1. Estimated from unit-record consumption data. National estimate is based on aggregation of rural and urban distributions. See PovcalNet (http://iresearch.worldbank.org/PovcalNet) for separate rural and urban estimates."
"112","Based on data from NSS-SCH1. Estimated from grouped consumption data. National estimate is based on aggregation of rural and urban distributions. See PovcalNet (http://iresearch.worldbank.org/PovcalNet) for separate rural and urban estimates."
"113","Based on data from NSS. Estimated from grouped consumption data. National estimate is based on aggregation of rural and urban distributions. See PovcalNet (http://iresearch.worldbank.org/PovcalNet) for separate rural and urban estimates."
"114","Based on data from SUSENAS. Estimated from unit-record consumption data. National estimate is based on aggregation of rural and urban distributions. See PovcalNet (http://iresearch.worldbank.org/PovcalNet) for separate rural and urban estimates."
"115","Based on data from SUSENAS. Estimated from grouped consumption data. National estimate is based on aggregation of rural and urban distributions. See PovcalNet (http://iresearch.worldbank.org/PovcalNet) for separate rural and urban estimates."
"116","Based on data from HEIS. Estimated from unit-record consumption data."
"117","Based on data from SECH. Estimated from grouped consumption data."
"118","Based on data from IHSES. Estimated from unit-record consumption data. PPP is regression based."
"119","Based on data from SILC-LIS. Estimated from unit-record income data."
"120","Based on data from LIS-ECHP-LIS. Estimated from unit-record income data."
"121","Based on data from SIDPUSS-LIS. Estimated from unit-record income data."
"122","Based on data from HES-LIS. Estimated from unit-record income data."
"123","Based on data from SHIW-LIS. Estimated from unit-record income data."
"124","Based on data from SLC. Estimated from grouped consumption data."
"125","Based on data from JHPS-LIS. Estimated from unit-record income data."
"126","Based on data from HEIS. Estimated from unit-record consumption data. PPP is regression based."
"127","Based on data from HEIS. Estimated from grouped consumption data. PPP is regression based."
"128","Based on data from IHBS. Estimated from unit-record consumption data."
"129","Based on data from WMS-III. Estimated from unit-record consumption data."
"130","Based on data from WMS-II. Estimated from unit-record consumption data."
"131","Based on data from WMS-I. Estimated from grouped consumption data."
"132","Based on data from HIES-FHES-LIS. Estimated from unit-record income data."
"133","Based on data from HBS. Estimated from unit-record consumption data. PPP is regression based."
"134","Based on data from KIHS. Estimated from unit-record consumption data."
"135","Based on data from LECS. Estimated from unit-record consumption data."
"136","Based on data from CMSHBS. Estimated from unit-record consumption data."
"137","Based on data from NHECS. Estimated from unit-record consumption data."
"138","Based on data from HBS. Estimated from grouped consumption data."
"139","Based on data from CWIQ. Estimated from unit-record consumption data."
"140","Based on data from PSELL-ECHP-LIS. Estimated from unit-record income data."
"141","Based on data from PSELL-LIS. Estimated from unit-record income data."
"142","Based on data from ENSOMD. Estimated from unit-record consumption data."
"143","Based on data from EPM. Estimated from unit-record consumption data."
"144","Based on data from EB. Estimated from grouped consumption data."
"145","Based on data from IHS-IV. Estimated from unit-record consumption data."
"146","Based on data from IHS-III. Estimated from unit-record consumption data."
"147","Based on data from IHS-II. Estimated from unit-record consumption data."
"148","Based on data from IHS-I. Estimated from unit-record consumption data."
"149","Based on data from HIS. Estimated from unit-record income data."
"150","Based on data from HIS. Estimated from grouped income data."
"151","Based on data from ELIM. Estimated from unit-record consumption data."
"152","Based on data from EMEP. Estimated from unit-record consumption data."
"153","Based on data from EMCES. Estimated from unit-record consumption data."
"154","Based on data from EPCV. Estimated from unit-record consumption data."
"155","Based on data from EP. Estimated from grouped consumption data."
"156","Based on data from EPCV. Estimated from grouped consumption data."
"157","Based on data from ENIGHNS. Estimated from unit-record income data."
"158","Based on data from ENIGH. Estimated from unit-record income data."
"159","Based on data from HSES. Estimated from unit-record consumption data."
"160","Based on data from HIES-LSMS. Estimated from unit-record consumption data."
"161","Based on data from LSMS. Estimated from grouped consumption data."
"162","Based on data from SILC-C. Estimated from unit-record income data."
"163","Based on data from ENCDM. Estimated from unit-record consumption data."
"164","Based on data from ENNVM. Estimated from unit-record consumption data."
"165","Based on data from ECDM. Estimated from grouped consumption data."
"166","Based on data from IOF. Estimated from unit-record consumption data."
"167","Based on data from IAF. Estimated from unit-record consumption data."
"168","Based on data from NHS. Estimated from unit-record consumption data."
"169","Based on data from MLCS. Estimated from unit-record consumption data. PPP is regression based."
"170","Based on data from MPLCS. Estimated from unit-record consumption data. PPP is regression based."
"171","Based on data from NHIES. Estimated from unit-record consumption data."
"172","Based on data from LSS-III. Estimated from unit-record consumption data."
"173","Based on data from LSS-II. Estimated from unit-record consumption data."
"174","Based on data from LSS-I. Estimated from unit-record consumption data."
"175","Based on data from AVO-LIS. Estimated from unit-record income data."
"176","Based on data from EMNV. Estimated from unit-record income data."
"177","Based on data from ECVMA. Estimated from unit-record consumption data."
"178","Based on data from ENBCM. Estimated from unit-record consumption data."
"179","Based on data from ENCVM. Estimated from unit-record consumption data."
"180","Based on data from EPCES. Estimated from unit-record consumption data."
"181","Based on data from ENBCM. Estimated from grouped consumption data."
"182","Based on data from LSS. Estimated from unit-record consumption data."
"183","Based on data from NCS. Estimated from unit-record consumption data."
"184","Based on data from NCS. Estimated from grouped consumption data."
"185","Based on data from PSLM. Estimated from unit-record consumption data."
"186","Based on data from PIHS. Estimated from unit-record consumption data."
"187","Based on data from IHS. Estimated from unit-record consumption data."
"188","Based on data from EMO. Estimated from unit-record income data."
"189","Based on data from EMO. Estimated from grouped income data."
"190","Based on data from EPH. Estimated from unit-record income data."
"191","Based on data from FIES. Estimated from unit-record income data."
"192","Based on data from EICV-V. Estimated from unit-record consumption data."
"193","Based on data from EICV-IV. Estimated from unit-record consumption data."
"194","Based on data from EICV-III. Estimated from unit-record consumption data."
"195","Based on data from EICV-II. Estimated from unit-record consumption data."
"196","Based on data from EICV-I. Estimated from unit-record consumption data."
"197","Based on data from ESPS-II. Estimated from unit-record consumption data."
"198","Based on data from ESPS-I. Estimated from unit-record consumption data."
"199","Based on data from ESAM-II. Estimated from unit-record consumption data."
"200","Based on data from ESAM. Estimated from grouped consumption data."
"201","Based on data from HBS. Estimated from unit-record income data."
"202","Based on data from SLIHS. Estimated from unit-record consumption data."
"203","Based on data from SHFS-W2. Estimated from unit-record consumption data."
"204","Based on data from LCS. Estimated from unit-record consumption data."
"205","Based on data from IES. Estimated from unit-record consumption data."
"206","Based on data from KIDS. Estimated from grouped consumption data."
"207","Based on data from HFS-W3. Estimated from unit-record consumption data. PPP is regression based."
"208","Based on data from NBHS. Estimated from unit-record consumption data. PPP is regression based."
"209","Based on data from SES. Estimated from unit-record consumption data."
"210","Based on data from LFSS. Estimated from grouped consumption data."
"211","Based on data from SLC-HBS. Estimated from unit-record income data."
"212","Based on data from LSMS. Estimated from grouped income data."
"213","Based on data from NBHS. Estimated from unit-record consumption data."
"214","Based on data from EHS. Estimated from unit-record income data. Urban only."
"215","Based on data from LLS-RD-LIS. Estimated from unit-record income data."
"216","Based on data from IES-LIS. Estimated from unit-record income data."
"217","Based on data from NPS-LIS. Estimated from unit-record income data."
"218","Based on data from SIWS-LIS. Estimated from unit-record income data."
"219","Based on data from HIES. Estimated from unit-record consumption data. PPP is regression based."
"220","Based on data from HSITAFIEN. Estimated from unit-record consumption data."
"221","Based on data from TLSS. Estimated from unit-record consumption data."
"222","Based on data from SES. Estimated from grouped consumption data."
"223","Based on data from HPS. Estimated from unit-record consumption data."
"224","Based on data from TLSLS. Estimated from unit-record consumption data."
"225","Based on data from PHC. Estimated from grouped income data."
"226","Based on data from SLC. Estimated from grouped income data."
"227","Based on data from NSHBCSL. Estimated from unit-record consumption data."
"228","Based on data from LSS. Estimated from grouped consumption data."
"229","Based on data from HBCS. Estimated from grouped consumption data."
"230","Based on data from HICES. Estimated from grouped consumption data."
"231","Based on data from LSMS. Estimated from unit-record consumption data. PPP is regression based."
"232","Based on data from UNHS. Estimated from unit-record consumption data."
"233","Based on data from NIHS. Estimated from unit-record consumption data."
"234","Based on data from HLCS. Estimated from unit-record consumption data."
"235","Based on data from HS. Estimated from unit-record consumption data."
"236","Based on data from HIES. Estimated from grouped income data."
"237","Based on data from FRS-LIS. Estimated from unit-record income data."
"238","Based on data from FES-LIS. Estimated from unit-record income data."
"239","Based on data from CPS-ASEC-LIS. Estimated from unit-record income data."
"240","Based on data from CPS-LIS. Estimated from unit-record income data."
"241","Based on data from EHM. Estimated from unit-record income data."
"242","Based on data from EHM. Estimated from grouped income data."
"243","Based on data from VHLSS. Estimated from unit-record consumption data."
"244","Based on data from VLSS. Estimated from unit-record consumption data."
"245","Based on data from PECS. Estimated from unit-record consumption data."
"246","Based on data from LCMS-VII. Estimated from unit-record consumption data."
"247","Based on data from LCMS-VI. Estimated from unit-record consumption data."
"248","Based on data from LCMS-V. Estimated from unit-record consumption data."
"249","Based on data from LCMS-IV. Estimated from unit-record consumption data."
"250","Based on data from LCMS-III. Estimated from unit-record consumption data."
"251","Based on data from LCMS-II. Estimated from unit-record consumption data."
"252","Based on data from LCMS-I. Estimated from unit-record consumption data."
"253","Based on data from PICES. Estimated from unit-record consumption data."
"254","Based on data from ICES. Estimated from grouped consumption data."
